order_item_id,order_id,product_id,quantity,unit_price
69771,33669,1302,2,179.25
69772,33669,4584,3,261.31
69773,33670,2223,3,383.33
69774,33670,891,3,195.1
69775,33670,4634,2,344.28
69776,33671,2029,1,280.98
69777,33672,4443,2,24.87
69778,33672,1058,1,211.56
69779,33673,1572,1,361.65
69780,33673,868,3,464.91
69781,33673,1723,1,245.83
69782,33674,1817,3,332.52
69783,33674,3441,1,167.19
69784,33674,332,2,153.18
69785,33674,2172,2,176.57
69786,33675,752,2,28.64
69787,33675,785,1,323.98
69788,33675,1477,2,269.47
69789,33675,217,1,55.99
69790,33676,114,3,395.12
69791,33676,1560,2,456.13
69792,33677,1925,2,371.75
69793,33677,191,2,448.78
69794,33677,3019,1,494.34
69795,33678,1452,3,177.06
69796,33678,2492,2,89.25
69797,33679,1511,3,341.91
69798,33679,4472,3,191.02
69799,33680,4928,3,201.95
69800,33680,2978,3,154.74
69801,33680,3949,1,237.29
69802,33681,2073,3,118.52
69803,33681,1333,1,269.7
69804,33682,405,2,203.3
69805,33682,3408,2,35.36
69806,33683,912,1,126.4
69807,33684,1828,3,278.38
69808,33684,3708,2,124.65
69809,33684,1457,2,267.24
69810,33685,1205,1,247.46
69811,33685,3692,2,56.05
69812,33686,2405,1,322.97
69813,33687,3354,1,26.16
69814,33687,1553,1,252.07
69815,33688,677,2,68.48
69816,33688,4213,2,328.77
69817,33689,788,2,462.54
69818,33689,1200,3,51.07
69819,33690,2052,2,283.65
69820,33690,1229,3,395.54
69821,33691,2567,3,16.7
69822,33691,2526,3,315.21
69823,33691,4228,1,395.08
69824,33692,2014,3,62.01
69825,33692,2809,1,180.66
69826,33692,3651,2,343.15
69827,33692,2432,3,236.21
69828,33693,50,2,58.51
69829,33694,2189,2,39.02
69830,33695,3169,2,106.23
69831,33695,1741,1,210.82
69832,33695,1920,3,250.4
69833,33696,3621,3,152.2
69834,33696,2773,2,167.9
69835,33697,3226,2,421.97
69836,33697,2364,3,396.73
69837,33697,3967,2,85.92
69838,33698,971,1,151.97
69839,33699,932,2,34.49
69840,33700,1507,2,383.17
69841,33701,3656,3,106.53
69842,33702,644,1,276.03
69843,33703,2197,2,165.65
69844,33704,2641,3,334.86
69845,33704,866,1,61.05
69846,33704,4985,3,420.33
69847,33705,2395,3,352.49
69848,33705,4100,1,375.43
69849,33706,3674,1,82.97
69850,33706,2522,1,490.16
69851,33707,1965,3,443.62
69852,33707,2959,3,436.15
69853,33708,3560,2,185.39
69854,33708,3252,3,412.83
69855,33709,4549,2,24.48
69856,33709,1447,1,414.59
69857,33709,3064,2,81.28
69858,33709,369,1,40.51
69859,33710,2876,1,75.87
69860,33710,4715,2,438.12
69861,33711,1756,2,453.45
69862,33711,1003,2,305.29
69863,33712,1312,1,233.28
69864,33712,3100,1,322.5
69865,33713,868,2,464.91
69866,33714,1698,3,297.26
69867,33714,2821,2,65.1
69868,33714,2817,1,68.76
69869,33715,2395,2,352.49
69870,33716,1068,2,341.07
69871,33717,3104,2,184.83
69872,33717,9,1,474.61
69873,33717,3452,2,112.04
69874,33718,539,3,49.67
69875,33718,466,3,50.78
69876,33718,859,1,423.4
69877,33719,4870,1,380.6
69878,33720,30,2,494.2
69879,33721,1167,1,142.74
69880,33721,2619,2,142.23
69881,33721,1231,3,93.61
69882,33722,4552,2,71.38
69883,33723,1092,3,296.48
69884,33723,1549,2,395.19
69885,33724,4188,1,107.9
69886,33724,1541,3,255.79
69887,33724,655,1,476.32
69888,33725,330,1,101.04
69889,33726,716,3,447.97
69890,33727,4589,3,10.93
69891,33727,2215,2,241.36
69892,33728,1100,3,206.97
69893,33728,31,1,364.92
69894,33728,4153,2,139.52
69895,33729,1873,1,78.2
69896,33730,1536,2,396.84
69897,33730,4895,3,58.2
69898,33730,3565,2,415.92
69899,33731,1628,3,224.99
69900,33732,3069,3,180.47
69901,33732,638,3,346.06
69902,33733,3667,3,158.95
69903,33733,437,3,449.63
69904,33733,1261,3,395.34
69905,33733,4910,2,318.17
69906,33734,1424,2,129.37
69907,33734,3681,2,70.15
69908,33735,2176,2,254.03
69909,33736,3403,3,319.85
69910,33737,2526,2,315.21
69911,33737,3165,3,238.11
69912,33738,4440,1,70.69
69913,33738,353,2,37.36
69914,33738,1238,2,101.12
69915,33739,4843,3,338.49
69916,33739,4984,1,348.91
69917,33740,4390,2,423.5
69918,33741,1719,1,279.73
69919,33742,2848,1,175.44
69920,33742,2550,2,52.41
69921,33742,1955,3,341.86
69922,33743,3832,1,314.12
69923,33743,518,3,216.93
69924,33743,2629,3,132.89
69925,33744,4696,2,221.19
69926,33745,1028,3,89.32
69927,33745,110,1,336.78
69928,33745,4871,1,278.77
69929,33746,1405,2,67.48
69930,33746,1562,3,266.97
69931,33746,2790,1,322.24
69932,33747,1420,1,131.45
69933,33748,604,3,213.89
69934,33748,2575,1,497.06
69935,33748,654,2,54.17
69936,33749,3381,3,278.68
69937,33749,2994,2,489.0
69938,33750,3456,2,113.82
69939,33750,810,1,318.61
69940,33751,4008,2,152.91
69941,33751,3469,3,458.13
69942,33751,3552,1,278.88
69943,33751,2270,2,299.35
69944,33752,947,1,396.16
69945,33752,446,1,185.96
69946,33752,2359,3,358.53
69947,33753,1985,1,36.14
69948,33754,2006,3,344.58
69949,33755,3996,1,292.72
69950,33755,3852,1,311.52
69951,33756,3415,3,158.97
69952,33757,2700,1,127.4
69953,33757,4521,1,470.7
69954,33758,3179,2,433.57
69955,33759,2774,2,288.46
69956,33760,2270,1,299.35
69957,33760,120,2,355.3
69958,33760,1536,3,396.84
69959,33761,1887,3,402.63
69960,33761,418,2,278.94
69961,33762,1874,1,131.3
69962,33763,2945,2,431.48
69963,33764,4394,3,102.69
69964,33764,4098,1,353.01
69965,33765,2653,1,171.8
69966,33765,4371,2,437.87
69967,33766,4602,1,198.69
69968,33767,246,2,416.52
69969,33767,960,2,189.97
69970,33768,2944,1,210.29
69971,33768,192,2,118.82
69972,33769,1839,3,26.85
69973,33770,4709,3,487.89
69974,33770,664,3,243.68
69975,33770,4954,3,82.32
69976,33771,3730,2,325.58
69977,33772,3201,1,492.76
69978,33773,4151,2,115.23
69979,33773,523,3,153.26
69980,33773,1210,2,43.36
69981,33774,3338,3,450.45
69982,33775,836,1,410.32
69983,33775,557,1,310.91
69984,33775,2285,2,203.15
69985,33775,2866,2,151.65
69986,33776,1923,3,51.79
69987,33776,3188,3,434.99
69988,33777,4073,1,217.78
69989,33778,2610,3,44.86
69990,33778,432,2,20.89
69991,33778,4581,3,407.95
69992,33779,1607,3,176.66
69993,33780,4051,2,404.38
69994,33780,2818,2,92.58
69995,33780,4721,1,16.79
69996,33781,4687,2,342.97
69997,33781,999,1,65.73
69998,33781,1265,1,277.17
69999,33782,3837,2,316.7
70000,33782,4232,2,140.67
70001,33782,1387,2,212.52
70002,33782,891,3,195.1
70003,33783,4604,2,20.39
70004,33783,2399,1,146.49
70005,33784,2978,1,154.74
70006,33784,4162,1,186.73
70007,33785,2868,1,412.32
70008,33785,2636,2,245.16
70009,33786,1793,2,129.8
70010,33787,4025,2,67.65
70011,33788,144,2,126.86
70012,33788,6,2,171.6
70013,33789,412,2,120.33
70014,33789,569,1,463.72
70015,33789,3552,1,278.88
70016,33790,1819,1,83.74
70017,33790,4923,3,334.06
70018,33791,672,3,182.19
70019,33792,3760,1,250.09
70020,33792,607,3,344.06
70021,33792,3338,3,450.45
70022,33793,191,2,448.78
70023,33793,4697,1,328.29
70024,33793,2769,3,457.85
70025,33794,2576,3,63.96
70026,33794,1005,2,261.41
70027,33795,385,1,135.88
70028,33795,2909,2,138.02
70029,33796,2653,2,171.8
70030,33796,870,2,58.05
70031,33796,2354,1,306.69
70032,33797,371,3,214.94
70033,33797,4946,1,131.21
70034,33797,2476,1,181.53
70035,33798,1379,3,291.26
70036,33799,2438,3,316.0
70037,33799,504,2,203.31
70038,33800,455,2,174.68
70039,33801,2800,1,238.76
70040,33801,2154,2,408.71
70041,33802,936,2,185.8
70042,33802,3321,3,132.48
70043,33802,2286,2,455.96
70044,33803,3182,2,296.4
70045,33803,1395,3,259.79
70046,33804,1403,1,97.23
70047,33805,116,3,482.32
70048,33805,379,2,288.57
70049,33805,854,1,268.18
70050,33806,639,3,244.96
70051,33806,3464,2,378.42
70052,33806,323,1,307.97
70053,33807,3448,3,101.95
70054,33807,1246,2,342.04
70055,33807,894,3,212.02
70056,33808,4113,3,246.07
70057,33809,1000,2,423.09
70058,33810,2305,2,149.56
70059,33810,46,2,207.71
70060,33810,2350,3,424.89
70061,33810,352,1,199.08
70062,33810,4855,2,456.62
70063,33810,3416,1,413.2
70064,33811,3345,2,304.27
70065,33811,908,1,138.05
70066,33811,4940,1,289.23
70067,33812,3295,2,437.63
70068,33813,4730,1,313.49
70069,33814,1995,2,477.89
70070,33814,4191,3,459.64
70071,33815,4003,2,227.51
70072,33816,43,2,124.76
70073,33816,3579,3,438.39
70074,33817,2073,2,118.52
70075,33817,4166,2,187.92
70076,33817,3762,1,334.07
70077,33817,3776,1,401.51
70078,33818,165,1,411.12
70079,33819,2060,3,218.24
70080,33820,2066,1,64.52
70081,33821,1502,3,366.83
70082,33822,779,3,189.71
70083,33822,1786,1,205.74
70084,33823,4424,1,460.36
70085,33823,44,3,419.64
70086,33824,598,2,326.62
70087,33824,3256,2,405.72
70088,33825,2065,1,426.44
70089,33825,203,1,308.48
70090,33825,4719,3,355.86
70091,33826,19,2,487.33
70092,33826,4210,1,161.25
70093,33826,2302,1,421.7
70094,33826,4235,1,135.49
70095,33827,1685,2,119.75
70096,33828,2209,1,449.14
70097,33828,1670,2,50.13
70098,33828,1541,2,255.79
70099,33829,2866,3,151.65
70100,33830,1531,3,457.1
70101,33830,4024,3,294.09
70102,33830,1677,3,395.09
70103,33831,4648,3,54.83
70104,33832,4084,3,20.16
70105,33832,3892,2,165.94
70106,33833,4996,3,38.19
70107,33833,333,3,444.57
70108,33834,1751,2,140.45
70109,33834,2057,2,245.05
70110,33834,3684,2,288.57
70111,33835,2104,2,342.79
70112,33835,1395,1,259.79
70113,33836,3927,2,318.0
70114,33836,4621,2,299.43
70115,33837,2544,2,445.59
70116,33838,639,2,244.96
70117,33838,574,2,94.42
70118,33839,1683,1,278.65
70119,33839,735,3,187.48
70120,33839,1480,1,250.16
70121,33840,849,1,59.45
70122,33840,4669,1,175.63
70123,33841,1584,3,8.64
70124,33841,4302,2,252.32
70125,33841,738,2,253.73
70126,33842,213,3,205.36
70127,33843,4934,1,94.46
70128,33843,2749,1,108.17
70129,33843,3322,2,312.61
70130,33843,4740,2,468.52
70131,33844,3013,3,320.28
70132,33845,293,3,454.96
70133,33845,3922,3,208.48
70134,33846,3681,1,70.15
70135,33847,914,3,324.02
70136,33847,902,2,442.38
70137,33848,2344,2,298.69
70138,33848,1567,3,191.12
70139,33849,1815,1,53.27
70140,33849,163,1,365.35
70141,33849,3407,3,472.82
70142,33850,4988,3,465.41
70143,33851,3093,2,274.05
70144,33852,3634,1,155.61
70145,33852,2475,1,132.87
70146,33853,3483,1,252.67
70147,33853,270,2,155.87
70148,33854,2842,2,306.42
70149,33854,4938,1,310.65
70150,33855,3575,1,233.86
70151,33856,1373,3,289.35
70152,33856,2962,1,370.22
70153,33857,2660,1,362.72
70154,33857,998,2,315.58
70155,33857,898,2,376.61
70156,33858,992,1,162.47
70157,33858,1534,3,482.99
70158,33859,2233,2,455.38
70159,33859,628,3,170.57
70160,33859,1105,3,182.16
70161,33860,2889,3,103.53
70162,33861,3873,3,107.14
70163,33861,1666,1,344.93
70164,33862,3154,3,252.56
70165,33862,1101,2,99.12
70166,33862,2468,1,415.31
70167,33863,2562,1,340.18
70168,33863,3461,2,232.55
70169,33863,3254,2,357.82
70170,33864,1770,1,499.21
70171,33864,460,1,496.92
70172,33864,2630,2,461.03
70173,33864,1356,3,298.51
70174,33865,2329,1,356.93
70175,33865,4227,3,95.14
70176,33866,1993,2,111.46
70177,33866,1740,2,355.16
70178,33867,2531,3,473.82
70179,33867,2683,3,34.97
70180,33867,4905,1,19.21
70181,33868,221,3,436.09
70182,33868,3713,2,243.24
70183,33869,2619,3,142.23
70184,33869,2113,1,308.57
70185,33870,2926,2,373.92
70186,33870,1272,1,479.46
70187,33871,4074,2,175.75
70188,33871,2202,3,335.1
70189,33871,2060,3,218.24
70190,33872,1743,3,317.61
70191,33872,2814,3,304.14
70192,33873,3394,3,446.53
70193,33874,433,3,89.74
70194,33874,1406,1,177.07
70195,33875,2270,2,299.35
70196,33875,2421,1,422.01
70197,33876,1166,1,195.11
70198,33876,4439,3,450.59
70199,33877,1760,3,181.35
70200,33877,2972,2,442.53
70201,33877,3048,1,72.63
70202,33878,2215,2,241.36
70203,33879,2261,1,259.77
70204,33879,2715,3,384.39
70205,33879,4644,3,156.53
70206,33880,1233,3,21.6
70207,33880,4644,2,156.53
70208,33880,777,3,243.02
70209,33881,1142,1,429.46
70210,33881,1073,2,309.53
70211,33882,3700,1,86.57
70212,33882,3668,3,496.71
70213,33883,2853,2,272.12
70214,33884,2494,2,262.35
70215,33885,2066,3,64.52
70216,33885,1116,3,449.09
70217,33886,1305,1,92.93
70218,33886,2605,3,178.11
70219,33886,632,2,288.36
70220,33887,3865,2,367.03
70221,33887,3270,2,389.09
70222,33888,1354,2,216.61
70223,33888,4455,3,433.19
70224,33888,4730,3,313.49
70225,33889,4270,3,192.95
70226,33890,512,3,20.64
70227,33890,104,1,195.41
70228,33891,4561,2,179.38
70229,33892,1881,1,424.48
70230,33893,4579,3,305.13
70231,33893,2218,1,8.98
70232,33893,2117,2,90.58
70233,33893,302,1,216.64
70234,33894,3252,3,412.83
70235,33894,2672,3,160.56
70236,33895,4783,1,26.58
70237,33895,1939,1,400.2
70238,33895,857,3,493.19
70239,33896,567,3,267.56
70240,33897,3504,2,401.11
70241,33897,4715,1,438.12
70242,33898,3307,1,170.87
70243,33898,3693,1,109.45
70244,33899,3821,1,67.02
70245,33899,2868,3,412.32
70246,33900,4242,1,429.06
70247,33900,4867,1,315.37
70248,33901,963,1,437.71
70249,33901,4937,2,427.39
70250,33902,4964,2,479.94
70251,33903,2155,2,451.95
70252,33903,2826,1,284.19
70253,33903,2649,3,383.01
70254,33904,2176,2,254.03
70255,33905,107,2,70.67
70256,33905,873,1,446.64
70257,33906,4296,3,262.92
70258,33906,752,3,28.64
70259,33907,1356,1,298.51
70260,33908,1783,1,308.56
70261,33908,4595,1,42.85
70262,33908,2052,3,283.65
70263,33909,4647,2,393.65
70264,33909,103,3,408.55
70265,33909,2820,2,234.68
70266,33909,3571,2,384.09
70267,33910,1470,3,186.02
70268,33910,2124,1,328.15
70269,33910,3135,2,197.31
70270,33911,1061,1,148.44
70271,33911,1616,1,348.5
70272,33911,2587,3,140.3
70273,33912,1957,3,115.02
70274,33912,2583,1,332.77
70275,33913,260,3,451.73
70276,33913,2148,3,256.42
70277,33913,3142,1,229.91
70278,33914,276,2,462.45
70279,33914,1720,1,255.39
70280,33914,1257,1,366.82
70281,33915,1371,2,313.73
70282,33915,3899,3,318.53
70283,33915,200,1,272.68
70284,33916,4056,3,48.83
70285,33917,4256,2,461.07
70286,33917,1278,3,467.42
70287,33918,177,2,279.68
70288,33919,3191,2,105.79
70289,33919,484,1,414.28
70290,33919,173,3,373.1
70291,33920,2070,2,325.74
70292,33920,4373,2,413.15
70293,33921,4336,1,440.35
70294,33921,3513,3,400.83
70295,33922,924,1,56.44
70296,33922,2563,2,70.05
70297,33922,4057,2,161.91
70298,33922,3603,3,255.76
70299,33923,2638,1,235.43
70300,33923,1438,1,158.71
70301,33923,2333,1,351.02
70302,33923,1048,3,97.74
70303,33923,4319,1,157.59
70304,33924,2563,1,70.05
70305,33924,1566,3,300.81
70306,33924,2839,1,380.0
70307,33925,254,1,416.88
70308,33925,3580,2,270.52
70309,33926,1453,3,360.84
70310,33927,698,1,322.07
70311,33927,2178,1,123.98
70312,33928,3992,2,312.64
70313,33928,3694,2,14.6
70314,33929,714,3,234.81
70315,33929,3017,1,458.06
70316,33929,1733,1,256.89
70317,33930,215,1,469.69
70318,33931,346,3,446.66
70319,33931,3314,1,30.3
70320,33932,3952,3,398.8
70321,33933,4554,2,338.24
70322,33934,4147,1,55.97
70323,33934,3213,1,57.82
70324,33934,4907,1,314.74
70325,33935,1114,3,430.85
70326,33935,1283,2,51.81
70327,33935,1917,1,458.33
70328,33936,1498,1,407.78
70329,33936,2180,3,487.49
70330,33937,2967,3,6.23
70331,33937,2115,2,8.03
70332,33937,977,2,374.13
70333,33938,4236,3,425.57
70334,33938,4926,1,306.09
70335,33938,2280,3,267.76
70336,33939,4378,3,172.53
70337,33940,2754,2,170.94
70338,33940,2544,3,445.59
70339,33940,1825,1,235.11
70340,33941,3451,3,452.33
70341,33941,888,3,54.88
70342,33942,4375,2,46.9
70343,33942,4246,3,385.16
70344,33943,1310,2,425.9
70345,33943,1150,2,266.24
70346,33944,1362,1,111.33
70347,33945,2303,2,165.53
70348,33945,1420,2,131.45
70349,33945,1791,1,104.77
70350,33945,160,3,242.01
70351,33946,3695,3,481.77
70352,33946,1100,3,206.97
70353,33946,1671,1,423.46
70354,33946,4776,1,338.3
70355,33947,1011,2,305.61
70356,33947,3831,3,258.44
70357,33948,1633,2,173.33
70358,33948,2761,3,150.33
70359,33949,2264,3,172.72
70360,33949,4629,1,320.31
70361,33949,2294,2,179.36
70362,33950,725,1,117.65
70363,33950,3057,2,288.56
70364,33950,2566,3,234.49
70365,33951,4946,3,131.21
70366,33951,3584,2,235.18
70367,33952,3990,1,276.08
70368,33952,1785,3,66.7
70369,33952,3760,1,250.09
70370,33953,1618,2,52.81
70371,33953,826,3,9.52
70372,33954,2798,3,96.01
70373,33954,2700,3,127.4
70374,33955,3257,2,476.16
70375,33956,1814,1,349.71
70376,33957,955,3,12.4
70377,33957,2591,1,39.66
70378,33958,3299,2,462.53
70379,33958,2292,1,356.05
70380,33959,2498,3,396.0
70381,33959,1726,1,467.52
70382,33959,787,3,268.93
70383,33960,695,2,294.34
70384,33960,4693,3,452.6
70385,33961,3764,3,295.14
70386,33961,3992,3,312.64
70387,33962,1720,2,255.39
70388,33962,3405,1,241.72
70389,33962,3996,3,292.72
70390,33963,3121,1,323.35
70391,33963,831,1,328.33
70392,33964,3302,2,363.41
70393,33964,1528,3,14.51
70394,33965,2750,2,440.6
70395,33966,4940,3,289.23
70396,33966,1119,3,42.92
70397,33967,4293,3,102.79
70398,33967,2123,3,377.45
70399,33968,3114,1,238.5
70400,33968,3749,2,60.57
70401,33969,851,3,484.54
70402,33970,1547,2,207.82
70403,33970,4158,1,92.47
70404,33970,4731,1,236.67
70405,33971,911,3,92.98
70406,33971,3121,2,323.35
70407,33971,1567,2,191.12
70408,33971,84,1,456.06
70409,33972,3658,3,380.85
70410,33972,2322,2,244.52
70411,33972,4234,1,132.04
70412,33973,1000,3,423.09
70413,33973,945,2,273.08
70414,33974,2446,3,166.7
70415,33974,759,1,37.68
70416,33974,169,2,331.4
70417,33975,4051,1,404.38
70418,33975,2639,3,385.18
70419,33976,1231,2,93.61
70420,33977,1620,2,213.85
70421,33977,1096,1,190.29
70422,33978,1179,1,48.91
70423,33978,298,1,240.92
70424,33978,3947,1,347.84
70425,33979,4342,1,59.54
70426,33979,2411,2,144.48
70427,33980,1575,2,263.78
70428,33981,4324,1,247.55
70429,33982,2293,1,317.43
70430,33983,657,1,471.08
70431,33983,4738,3,268.23
70432,33984,1982,2,449.94
70433,33984,380,3,255.27
70434,33985,3199,2,251.89
70435,33985,4238,1,25.11
70436,33986,1779,2,470.13
70437,33986,85,2,307.62
70438,33986,4090,3,273.62
70439,33987,1282,2,299.91
70440,33987,2712,3,225.94
70441,33988,3734,1,130.69
70442,33988,580,1,32.49
70443,33988,888,1,54.88
70444,33989,901,1,89.7
70445,33989,356,3,125.63
70446,33990,593,1,136.21
70447,33991,61,2,246.35
70448,33991,3625,3,39.23
70449,33991,3483,2,252.67
70450,33992,2427,3,396.6
70451,33992,1815,1,53.27
70452,33992,4245,3,46.98
70453,33993,3729,1,430.3
70454,33993,4009,1,355.78
70455,33994,2606,2,162.34
70456,33994,1662,1,467.39
70457,33994,3659,2,397.52
70458,33994,9,2,474.61
70459,33995,452,1,250.68
70460,33996,4254,2,188.88
70461,33997,1466,1,354.65
70462,33998,1958,2,470.09
70463,33999,62,3,387.9
70464,33999,1369,1,440.87
70465,34000,299,3,73.07
70466,34000,4170,2,480.97
70467,34000,385,2,135.88
70468,34001,745,1,57.09
70469,34001,606,3,147.57
70470,34002,3871,3,384.92
70471,34002,3432,3,382.2
70472,34003,2020,2,230.39
70473,34004,2546,3,193.83
70474,34005,2552,3,51.29
70475,34005,587,1,264.72
70476,34005,3105,1,457.88
70477,34006,2071,3,301.95
70478,34006,3829,3,423.81
70479,34006,3993,3,254.21
70480,34007,3363,1,249.74
70481,34007,3838,2,62.6
70482,34008,459,3,420.47
70483,34009,1102,3,281.56
70484,34009,4899,3,23.16
70485,34010,1908,1,32.71
70486,34010,3301,2,365.76
70487,34010,4496,2,215.76
70488,34011,3089,1,463.29
70489,34011,4279,3,393.82
70490,34012,4149,2,35.2
70491,34012,2319,3,365.84
70492,34013,4405,2,421.4
70493,34014,9,1,474.61
70494,34015,297,3,308.12
70495,34015,691,3,440.57
70496,34016,647,3,207.77
70497,34016,1661,3,40.66
70498,34016,1908,3,32.71
70499,34017,1702,1,444.09
70500,34018,2364,2,396.73
70501,34018,1571,1,13.39
70502,34018,638,2,346.06
70503,34019,2944,3,210.29
70504,34019,2705,3,298.09
70505,34020,3253,1,349.56
70506,34020,3064,3,81.28
70507,34021,2394,3,343.76
70508,34021,1065,1,367.86
70509,34022,1122,2,391.2
70510,34022,3119,1,445.5
70511,34022,1300,2,190.77
70512,34022,3566,1,190.45
70513,34023,4612,3,392.23
70514,34024,165,3,411.12
70515,34024,1603,2,139.62
70516,34024,2252,2,421.86
70517,34024,55,2,423.48
70518,34025,2586,1,190.66
70519,34025,3174,3,133.53
70520,34026,820,3,467.54
70521,34027,505,3,299.51
70522,34027,1551,3,198.69
70523,34028,3026,3,321.48
70524,34028,3784,3,286.09
70525,34028,3465,2,323.46
70526,34029,1213,2,497.89
70527,34030,1997,1,428.57
70528,34030,3341,1,102.27
70529,34031,4857,3,273.49
70530,34032,1104,2,30.48
70531,34033,708,3,488.67
70532,34033,754,3,12.94
70533,34034,1623,3,386.04
70534,34034,4458,1,200.99
70535,34034,1951,3,174.6
70536,34034,120,1,355.3
70537,34035,825,1,243.81
70538,34035,3658,1,380.85
70539,34036,3760,1,250.09
70540,34036,4403,3,22.84
70541,34037,1060,1,484.89
70542,34037,4458,1,200.99
70543,34038,3688,3,362.57
70544,34039,1095,3,212.93
70545,34039,1250,3,418.19
70546,34040,2520,3,165.05
70547,34041,4912,3,48.1
70548,34041,719,1,236.44
70549,34041,4141,2,211.37
70550,34041,1101,1,99.12
70551,34042,2700,2,127.4
70552,34043,329,2,61.35
70553,34044,2745,3,323.24
70554,34045,3539,3,307.35
70555,34045,3250,1,22.02
70556,34046,2975,3,396.58
70557,34046,2237,3,38.25
70558,34047,2404,2,426.41
70559,34047,4267,3,164.36
70560,34047,1040,1,109.97
70561,34048,1357,3,305.32
70562,34048,4134,1,444.24
70563,34048,1870,3,33.68
70564,34049,4047,1,346.39
70565,34049,3915,2,253.02
70566,34050,4664,3,303.54
70567,34051,2543,2,495.97
70568,34051,4321,3,22.29
70569,34052,788,1,462.54
70570,34052,227,2,85.82
70571,34053,2715,1,384.39
70572,34054,4951,1,195.13
70573,34054,4829,3,457.01
70574,34055,1940,2,149.47
70575,34055,2656,2,406.99
70576,34055,1336,1,459.15
70577,34056,1667,1,488.53
70578,34056,4144,2,433.29
70579,34057,203,3,308.48
70580,34057,1792,1,429.77
70581,34057,1837,1,263.5
70582,34058,4436,2,208.32
70583,34058,2955,1,257.17
70584,34058,2314,3,468.71
70585,34058,2939,3,70.54
70586,34059,1937,2,378.71
70587,34059,4939,2,349.43
70588,34060,4182,1,259.21
70589,34060,4765,1,174.86
70590,34061,4140,3,406.32
70591,34062,3845,2,436.69
70592,34062,2085,1,378.97
70593,34063,515,2,279.12
70594,34063,3298,2,123.97
70595,34063,2275,3,187.13
70596,34063,4868,3,203.44
70597,34064,668,1,332.83
70598,34064,4037,1,124.46
70599,34064,2958,2,484.88
70600,34065,1641,2,198.4
70601,34065,882,3,405.93
70602,34066,2726,3,170.1
70603,34067,4961,1,246.23
70604,34067,594,2,338.34
70605,34068,4502,1,427.97
70606,34069,1339,3,153.48
70607,34069,2132,2,447.43
70608,34070,798,3,342.52
70609,34070,235,1,414.98
70610,34070,2285,3,203.15
70611,34071,2485,2,284.44
70612,34071,4215,1,337.56
70613,34072,3639,1,51.15
70614,34072,4042,3,186.08
70615,34072,2662,2,354.31
70616,34072,4446,1,67.5
70617,34073,4563,1,298.62
70618,34074,1179,1,48.91
70619,34075,3435,3,57.71
70620,34075,1324,1,81.45
70621,34076,4540,1,489.95
70622,34076,4042,3,186.08
70623,34077,3862,2,6.32
70624,34077,752,3,28.64
70625,34078,1325,1,117.82
70626,34079,3821,2,67.02
70627,34079,3347,1,444.89
70628,34079,1640,1,62.35
70629,34079,2209,3,449.14
70630,34080,2971,1,113.93
70631,34080,4247,1,299.28
70632,34080,3138,1,319.33
70633,34081,1254,1,296.25
70634,34082,136,2,10.52
70635,34082,4485,2,18.94
70636,34083,2785,3,182.6
70637,34083,2560,3,95.4
70638,34083,136,1,10.52
70639,34084,2986,3,447.27
70640,34084,788,1,462.54
70641,34085,2848,1,175.44
70642,34085,2803,1,96.02
70643,34085,146,2,58.87
70644,34086,1454,3,471.66
70645,34087,4141,2,211.37
70646,34088,2063,2,343.75
70647,34088,1666,1,344.93
70648,34088,2838,3,102.24
70649,34088,4880,3,407.41
70650,34089,2500,2,174.15
70651,34090,1061,3,148.44
70652,34090,4706,3,75.22
70653,34090,4918,3,376.21
70654,34090,539,1,49.67
70655,34091,854,3,268.18
70656,34092,4927,2,69.77
70657,34093,830,2,477.5
70658,34094,1086,2,292.37
70659,34095,1615,3,178.81
70660,34095,3501,3,476.37
70661,34096,834,2,454.9
70662,34096,4662,2,197.77
70663,34097,242,3,324.06
70664,34097,3584,3,235.18
70665,34098,4210,1,161.25
70666,34098,3017,2,458.06
70667,34099,1699,3,450.75
70668,34099,1657,1,98.23
70669,34099,1634,1,474.28
70670,34100,472,3,210.03
70671,34100,1913,1,72.91
70672,34100,1859,2,33.47
70673,34101,2039,2,214.78
70674,34101,3521,1,291.89
70675,34102,1668,1,303.81
70676,34102,599,2,78.34
70677,34102,762,1,442.56
70678,34103,1143,1,61.03
70679,34104,3173,1,271.25
70680,34104,4354,2,137.33
70681,34105,4726,3,203.33
70682,34105,3858,3,183.94
70683,34105,4123,2,394.65
70684,34105,4112,2,98.47
70685,34106,1999,1,471.24
70686,34106,137,2,300.34
70687,34106,3348,3,376.42
70688,34107,4156,1,112.46
70689,34107,2809,3,180.66
70690,34108,4761,1,321.63
70691,34108,3919,3,299.15
70692,34108,1347,3,238.58
70693,34109,4925,1,163.48
70694,34109,3400,2,263.05
70695,34110,2720,2,304.7
70696,34111,1190,3,272.18
70697,34112,4683,1,11.81
70698,34113,2614,1,396.36
70699,34113,3411,3,143.36
70700,34114,4611,2,9.53
70701,34115,1743,3,317.61
70702,34115,4729,1,440.83
70703,34115,2558,2,295.92
70704,34116,435,3,112.14
70705,34116,4133,1,149.73
70706,34117,3950,3,241.88
70707,34117,2582,1,63.78
70708,34118,4067,3,39.7
70709,34118,9,1,474.61
70710,34119,4815,1,478.75
70711,34120,4711,3,18.67
70712,34120,2538,3,137.92
70713,34120,3829,1,423.81
70714,34121,550,1,365.97
