cart_item_id,cart_id,product_id,quantity,unit_price
2063,690,4809,2,317.84
2064,690,2980,3,479.94
2065,691,3048,1,72.63
2066,692,4081,3,127.67
2067,692,256,2,111.87
2068,692,871,3,102.78
2069,692,905,2,33.35
2070,692,1934,2,83.81
2071,693,3623,1,456.3
2072,693,1367,1,400.3
2073,693,4399,2,392.25
2074,693,1670,2,50.13
2075,693,17,1,42.13
2076,694,937,2,95.3
2077,694,3519,3,90.88
2078,694,2577,1,377.72
2079,694,4115,1,168.01
2080,694,125,3,411.94
2081,694,2864,3,497.13
2082,695,3543,3,355.73
2083,695,3845,2,436.69
2084,696,1740,1,355.16
2085,696,3572,1,401.35
2086,697,1212,3,264.67
2087,697,3479,3,454.59
2088,697,2555,1,87.76
2089,697,842,2,333.0
2090,697,3250,3,22.02
2091,698,525,3,479.18
2092,698,2741,2,203.12
2093,698,4235,3,135.49
2094,698,4048,1,447.64
2095,699,2233,2,455.38
2096,699,1311,2,357.83
2097,699,1719,2,279.73
2098,701,537,1,450.78
2099,701,1605,3,372.55
2100,701,1731,2,426.94
2101,701,3174,3,133.53
2102,702,3950,3,241.88
2103,702,2719,1,29.44
2104,702,1583,1,352.4
2105,702,2493,3,221.83
2106,702,664,3,243.68
2107,702,2603,3,153.42
2108,703,1458,3,19.6
2109,703,576,3,17.85
2110,703,4856,1,226.68
2111,703,2809,3,180.66
2112,704,3785,3,192.29
2113,704,161,1,288.88
2114,704,280,2,60.08
2115,704,4853,3,160.83
2116,704,2319,3,365.84
2117,705,2925,3,401.22
2118,705,4099,3,459.13
2119,705,3643,1,321.33
2120,705,4090,2,273.62
2121,706,3412,1,352.27
2122,706,903,1,108.94
2123,706,2624,1,105.3
2124,706,3386,1,346.42
2125,706,4242,2,429.06
2126,707,4353,1,380.45
2127,708,4673,2,281.92
2128,708,3450,1,307.14
2129,708,4037,2,124.46
2130,708,448,2,381.64
2131,708,3472,3,297.83
2132,708,3552,1,278.88
2133,709,1947,1,81.19
2134,710,2768,1,377.68
2135,710,2451,3,428.03
2136,710,2756,2,286.07
2137,710,1682,3,489.68
2138,711,2037,1,34.4
2139,711,4173,2,413.02
2140,712,4033,1,235.3
2141,712,3621,3,152.2
2142,712,4538,1,81.15
2143,712,4511,2,179.41
2144,712,4552,2,71.38
2145,713,4166,3,187.92
2146,713,200,1,272.68
2147,713,4306,2,176.29
2148,713,1882,2,416.54
2149,713,484,2,414.28
2150,713,942,1,32.72
2151,714,3188,1,434.99
2152,714,1392,3,37.83
2153,714,3067,1,290.99
2154,714,2885,1,30.9
2155,715,4473,3,178.44
2156,716,1024,3,322.34
2157,716,3547,1,60.24
2158,717,21,3,216.66
2159,717,489,1,73.81
2160,718,986,3,178.55
2161,718,3072,1,388.63
2162,718,4402,2,115.42
2163,718,4284,3,131.29
2164,718,2757,3,354.52
2165,718,4121,3,172.23
2166,719,168,1,451.3
2167,719,4805,1,341.6
2168,719,4846,2,254.58
2169,719,2168,1,73.3
2170,719,3477,2,302.2
2171,719,2734,3,91.63
2172,720,2941,1,377.05
2173,720,546,1,199.52
2174,721,4864,2,323.94
2175,722,22,3,89.56
2176,722,2432,1,236.21
2177,723,2602,3,156.2
2178,724,4025,3,67.65
2179,724,1188,3,365.45
2180,724,4803,2,475.69
2181,725,70,1,321.96
2182,725,854,3,268.18
2183,725,40,1,260.06
2184,726,3971,3,340.71
2185,726,4818,1,213.31
2186,726,2474,1,32.1
2187,726,4235,2,135.49
2188,726,719,2,236.44
2189,727,4894,2,9.43
2190,727,4626,2,380.67
2191,728,2106,1,433.26
2192,728,2719,3,29.44
2193,729,2444,1,270.54
2194,729,3160,3,146.4
2195,729,4210,1,161.25
2196,729,2582,3,63.78
2197,729,1463,3,5.86
2198,729,1147,1,159.99
2199,731,2588,2,277.52
2200,731,915,1,9.65
2201,731,4921,1,283.49
2202,731,1541,2,255.79
2203,731,4161,2,120.44
2204,731,1002,2,228.18
2205,732,47,3,9.19
2206,732,4349,1,123.38
2207,734,2557,2,76.39
2208,734,3566,1,190.45
2209,734,3455,2,79.52
2210,734,3110,2,8.96
2211,734,3469,1,458.13
2212,736,519,3,325.8
2213,736,1798,3,278.11
2214,736,4878,3,467.34
2215,737,1054,1,344.46
2216,738,3062,1,439.69
2217,738,3390,3,23.13
2218,739,4131,2,155.2
2219,739,2212,2,480.12
2220,740,3578,1,138.83
2221,740,1813,2,444.3
2222,740,1877,1,424.04
2223,740,2487,2,37.33
2224,740,1211,1,221.61
2225,741,473,1,265.02
2226,741,4607,2,379.1
2227,741,1519,2,24.49
2228,741,991,3,401.66
2229,741,3571,1,384.09
2230,742,625,3,443.46
2231,742,1413,1,335.72
2232,743,2471,2,280.06
2233,743,4698,2,40.88
2234,743,460,1,496.92
2235,744,3490,2,312.89
2236,744,2601,1,408.37
2237,744,4086,3,170.85
2238,744,4816,1,153.35
2239,744,227,1,85.82
2240,745,4515,1,298.54
2241,745,4365,2,15.56
2242,745,3231,2,347.41
2243,745,897,1,348.43
2244,745,1947,2,81.19
2245,745,333,2,444.57
2246,746,4442,3,471.38
2247,747,1352,2,470.29
2248,748,2504,3,294.67
2249,748,4635,1,209.48
2250,748,648,1,324.73
2251,749,4903,1,353.79
2252,749,4219,3,113.9
2253,750,3548,2,8.93
2254,750,975,1,161.62
2255,750,4188,1,107.9
2256,751,3349,1,158.7
2257,751,4823,3,149.09
2258,751,3584,3,235.18
2259,751,1655,2,453.38
2260,751,4135,3,82.63
2261,751,1672,2,143.34
2262,752,3484,2,167.02
2263,753,1699,3,450.75
2264,753,4249,2,185.14
2265,753,854,1,268.18
2266,753,4946,3,131.21
2267,753,1618,2,52.81
2268,753,1138,1,469.72
2269,754,796,3,493.87
2270,754,876,1,480.05
2271,754,4006,3,57.04
2272,754,4681,1,108.8
2273,755,3792,1,405.62
2274,755,848,1,219.65
2275,755,4376,3,140.87
2276,756,139,3,130.11
2277,757,49,3,499.72
2278,757,1076,2,346.84
2279,757,2177,1,49.03
2280,757,1653,3,50.04
2281,758,3423,3,99.7
2282,758,4257,1,142.2
2283,758,4046,3,478.75
2284,758,3120,1,473.12
2285,759,789,2,138.17
2286,759,4658,1,432.27
2287,759,3775,3,255.89
2288,759,4322,2,493.22
2289,760,3637,1,245.54
2290,760,1829,2,72.41
2291,760,4343,3,233.43
2292,760,795,2,338.04
2293,760,3747,3,194.0
2294,760,1411,2,142.82
2295,761,32,2,429.03
2296,761,1311,2,357.83
2297,761,4838,3,196.21
2298,761,3185,3,31.85
2299,762,3804,2,31.51
2300,762,834,3,454.9
2301,762,4458,2,200.99
2302,763,193,1,51.04
2303,763,3239,1,213.56
2304,763,1190,3,272.18
2305,763,45,3,427.64
2306,764,1175,2,317.16
2307,764,3659,1,397.52
2308,764,1187,2,162.22
2309,764,2918,1,186.58
2310,764,1163,3,8.85
2311,764,3411,3,143.36
2312,765,1736,1,291.74
2313,765,707,1,109.07
2314,765,2697,2,461.57
2315,765,3656,1,106.53
2316,765,2182,1,286.91
2317,767,125,2,411.94
2318,767,1980,3,95.16
2319,767,4680,1,126.43
2320,767,1669,1,279.09
2321,767,1978,1,442.13
2322,767,2778,3,224.18
2323,768,874,1,180.1
2324,769,4306,3,176.29
2325,769,3793,1,80.47
2326,769,4505,3,362.0
2327,771,138,2,453.29
2328,771,571,3,95.65
2329,771,1233,3,21.6
2330,771,1371,2,313.73
2331,773,1320,3,356.0
2332,773,4662,2,197.77
2333,773,4793,3,320.53
2334,774,3394,3,446.53
2335,775,3895,2,263.24
2336,775,844,2,213.9
2337,777,1217,2,51.45
2338,778,3350,1,121.84
2339,778,2640,2,23.84
2340,778,1447,1,414.59
2341,779,3462,3,240.28
2342,779,3402,3,366.04
2343,779,1497,1,164.22
2344,779,4365,1,15.56
2345,779,1676,2,223.88
2346,780,2969,1,77.61
2347,780,3144,3,423.69
2348,781,636,2,45.56
2349,781,4938,1,310.65
2350,781,4409,1,145.25
2351,782,4956,2,176.59
2352,782,976,3,471.95
2353,782,3168,3,314.9
2354,783,374,3,346.8
2355,783,252,1,20.75
2356,784,1302,3,179.25
2357,784,2466,1,166.5
2358,784,2330,1,274.65
2359,786,2711,2,285.35
2360,786,2429,3,383.31
2361,787,4119,2,214.17
2362,787,2854,2,370.52
2363,787,833,2,94.64
2364,787,4750,1,409.29
2365,787,449,3,175.89
2366,787,2509,1,360.0
2367,788,1191,3,384.59
2368,788,1734,2,109.22
2369,788,4635,1,209.48
2370,788,2353,1,315.86
2371,789,2793,3,470.04
2372,789,3158,1,96.18
2373,789,3594,1,299.2
2374,789,3062,2,439.69
2375,789,4507,2,41.71
2376,789,4304,1,262.24
2377,790,1373,3,289.35
2378,790,1468,1,297.1
2379,790,920,1,440.1
2380,790,781,1,478.76
2381,791,2687,2,432.2
2382,791,521,3,349.5
2383,791,508,2,251.15
2384,791,3798,1,405.49
2385,791,1484,1,139.94
2386,791,1368,2,377.19
2387,792,3538,1,269.91
2388,792,702,3,385.33
2389,792,2925,1,401.22
2390,793,354,2,304.2
2391,793,4245,3,46.98
2392,793,1479,1,53.83
2393,793,2225,3,310.05
2394,794,1958,2,470.09
2395,794,2296,1,184.98
2396,794,2486,3,193.85
2397,794,4329,1,302.26
2398,794,121,3,270.83
2399,794,1206,2,420.63
2400,795,120,2,355.3
2401,795,1203,1,119.9
2402,795,3195,1,74.61
2403,795,3934,1,284.3
2404,796,2030,2,431.67
2405,796,3493,1,261.82
2406,796,1015,2,359.82
2407,796,2630,3,461.03
2408,796,383,3,46.78
2409,797,1014,1,330.19
2410,797,3781,2,186.66
2411,797,757,3,200.56
2412,797,1861,2,403.94
2413,797,2454,2,13.56
2414,798,2741,2,203.12
2415,798,480,2,410.05
2416,798,3899,2,318.53
2417,798,2627,2,250.71
2418,798,4018,1,76.29
2419,801,1291,3,210.09
2420,802,3787,2,144.05
2421,803,622,1,224.08
2422,803,1832,3,172.15
2423,803,4768,2,127.3
2424,803,3100,2,322.5
2425,804,4667,1,377.24
2426,804,4697,2,328.29
2427,804,221,1,436.09
2428,804,3320,1,382.44
2429,804,4832,2,495.68
2430,804,3293,1,273.66
2431,805,518,1,216.93
2432,805,2043,2,103.75
2433,805,3431,2,237.81
2434,805,3485,3,116.84
2435,807,4545,1,182.86
2436,807,3666,3,481.11
2437,808,4659,1,466.23
2438,808,76,3,250.7
2439,808,1585,1,84.13
2440,808,3008,2,466.29
2441,808,2611,2,487.61
2442,809,3988,1,74.75
2443,809,4557,2,476.98
2444,809,2424,1,244.41
2445,809,4251,2,5.34
2446,809,1367,1,400.3
2447,810,3987,2,413.99
2448,810,2242,1,487.1
2449,810,3394,3,446.53
2450,810,99,1,465.46
2451,810,1619,3,96.93
2452,810,2904,1,222.45
2453,811,4234,2,132.04
2454,811,4592,2,431.01
2455,811,2475,3,132.87
2456,811,1048,2,97.74
2457,811,353,1,37.36
2458,811,3440,3,343.13
2459,812,2327,3,27.61
2460,813,4169,3,484.3
2461,813,4327,1,421.77
2462,813,3114,2,238.5
2463,813,2899,2,7.96
2464,813,4794,3,367.51
2465,814,2388,1,248.65
2466,814,1929,3,271.98
2467,814,4301,3,411.03
2468,814,303,2,469.87
2469,815,1822,2,82.91
2470,815,4991,1,171.46
2471,815,2488,2,132.19
2472,815,2110,2,170.33
2473,815,3684,1,288.57
2474,815,2966,1,212.9
2475,816,3442,1,207.22
2476,816,3553,1,477.68
2477,816,1774,2,95.4
2478,817,96,1,184.83
2479,817,970,2,336.47
2480,817,994,3,105.86
2481,817,787,2,268.93
2482,817,1096,3,190.29
2483,819,2262,2,299.09
2484,819,3140,1,251.95
2485,819,2862,2,170.97
2486,819,1567,2,191.12
2487,819,3900,1,245.45
2488,819,3146,3,76.48
2489,820,3728,2,166.69
2490,820,2280,1,267.76
2491,822,468,3,479.02
2492,822,854,1,268.18
2493,822,980,2,414.95
2494,823,2945,2,431.48
2495,823,2684,2,404.08
2496,823,1096,2,190.29
2497,823,4936,3,245.33
2498,823,4550,2,367.21
2499,824,3484,3,167.02
2500,824,2335,2,72.99
2501,824,1886,1,348.51
2502,824,1954,2,451.25
2503,824,3918,2,348.71
2504,825,3638,2,447.16
2505,825,2517,2,94.95
2506,825,579,1,475.69
2507,825,1002,3,228.18
2508,825,1961,1,315.92
2509,825,991,2,401.66
2510,826,1103,3,286.73
2511,826,2163,2,245.22
2512,826,4966,1,45.07
2513,826,1367,3,400.3
2514,826,1949,1,349.27
2515,827,408,1,443.18
2516,827,4763,2,52.62
2517,827,1742,3,303.94
2518,827,1100,1,206.97
2519,827,4511,2,179.41
2520,828,2073,2,118.52
2521,828,2592,1,182.46
2522,828,550,2,365.97
2523,828,520,2,271.52
2524,829,2530,3,480.13
2525,829,1982,3,449.94
2526,829,3723,3,413.87
2527,829,316,2,240.48
2528,830,4819,3,393.6
2529,832,965,3,174.5
2530,832,4858,1,377.77
2531,832,1308,3,367.41
2532,833,1279,1,235.06
2533,833,1057,1,450.11
2534,833,2977,3,234.07
2535,833,992,2,162.47
2536,833,2902,1,97.09
2537,834,705,2,113.38
2538,835,3581,1,300.91
2539,835,864,3,338.89
2540,835,3978,3,109.66
2541,835,4000,2,460.96
2542,835,1520,1,295.16
2543,836,4297,1,330.62
2544,836,4975,1,106.41
2545,836,3872,1,114.45
2546,836,1992,2,276.94
2547,836,568,3,486.82
2548,836,4688,2,26.33
2549,837,3834,1,126.28
2550,838,3983,1,42.81
2551,838,4662,1,197.77
2552,838,642,2,190.36
2553,838,292,1,73.6
2554,838,3613,1,134.21
2555,839,2114,1,455.81
2556,839,1532,1,92.67
2557,839,3866,3,184.9
2558,839,4304,3,262.24
2559,839,3140,2,251.95
2560,840,4794,2,367.51
2561,842,4498,1,23.6
2562,842,4054,2,145.83
2563,843,405,3,203.3
2564,843,4109,3,294.81
2565,843,4481,2,497.36
2566,844,1397,3,487.11
2567,844,437,1,449.63
2568,844,4555,2,73.1
2569,845,3258,3,30.03
2570,845,159,1,360.06
2571,845,4469,2,249.32
2572,845,857,1,493.19
2573,845,3822,1,406.68
2574,846,4638,3,95.57
2575,846,4351,1,55.71
2576,847,533,2,123.05
2577,847,4207,1,489.62
2578,847,2202,2,335.1
2579,847,2712,1,225.94
2580,847,2833,1,47.16
2581,848,2287,3,466.55
2582,848,3765,2,257.45
2583,848,4436,3,208.32
2584,849,4203,2,434.55
2585,849,2466,1,166.5
2586,849,2880,2,132.61
2587,849,326,1,489.73
2588,849,977,3,374.13
2589,849,2197,3,165.65
2590,850,1293,3,306.61
2591,850,2297,2,216.28
2592,850,119,3,314.56
2593,850,2783,2,295.72
2594,850,3426,1,128.3
2595,851,2684,2,404.08
2596,851,354,2,304.2
2597,852,112,1,55.73
2598,852,2652,3,81.96
2599,852,1410,3,318.98
2600,852,2044,1,94.95
2601,852,709,1,69.74
2602,852,254,2,416.88
2603,853,1975,2,455.69
2604,853,1149,1,496.2
2605,854,1957,1,115.02
2606,854,2965,1,446.29
2607,854,4057,3,161.91
2608,854,1206,3,420.63
2609,854,263,1,71.87
2610,854,3066,2,110.19
2611,855,1824,1,368.04
2612,855,2236,1,355.87
2613,855,4039,1,42.47
2614,855,2208,3,491.37
2615,856,4897,2,406.62
2616,856,3292,1,333.36
2617,856,1822,3,82.91
2618,856,742,1,231.62
2619,858,4341,1,48.95
2620,859,2482,2,91.17
2621,859,2697,3,461.57
2622,859,1031,1,135.59
2623,859,3539,3,307.35
2624,859,1335,3,489.79
2625,859,1628,1,224.99
2626,860,80,3,62.37
2627,860,44,1,419.64
2628,861,3288,3,11.75
2629,861,971,3,151.97
2630,862,724,1,176.58
2631,862,356,3,125.63
2632,862,25,1,419.35
2633,862,2171,2,355.03
2634,862,3682,1,342.07
2635,862,2034,3,447.06
2636,863,225,2,9.12
2637,863,4545,3,182.86
2638,863,4615,2,67.41
2639,863,4246,3,385.16
2640,863,4973,3,287.68
2641,864,3488,3,459.74
2642,865,1222,1,295.72
2643,867,1690,1,87.67
2644,868,980,1,414.95
2645,868,2562,2,340.18
2646,868,3045,3,395.19
2647,868,2287,3,466.55
2648,869,1072,3,233.34
2649,870,3526,3,464.1
2650,871,777,1,243.02
2651,871,2282,3,92.23
2652,871,2649,3,383.01
2653,871,3264,3,105.39
2654,871,1034,2,297.31
2655,872,4767,3,53.18
2656,872,255,2,398.15
2657,872,4751,3,371.9
2658,872,2001,1,222.87
2659,872,3975,1,373.05
2660,873,4216,3,219.38
2661,873,513,2,224.07
2662,873,963,1,437.71
2663,873,4152,1,24.42
2664,873,2542,3,197.94
2665,875,4659,1,466.23
2666,875,2938,2,64.07
2667,875,55,2,423.48
2668,875,1421,1,116.19
2669,875,1692,3,304.98
2670,876,1577,2,264.72
2671,876,3900,2,245.45
2672,876,3053,1,208.8
2673,876,648,3,324.73
2674,877,165,3,411.12
2675,877,825,3,243.81
2676,877,1497,2,164.22
2677,877,1765,2,323.05
2678,877,1223,3,369.95
2679,878,4000,3,460.96
2680,878,2963,3,263.38
2681,879,1913,1,72.91
2682,879,778,2,431.52
2683,879,4517,1,469.34
2684,879,3569,3,240.56
2685,879,4297,1,330.62
2686,880,1232,3,295.16
2687,880,2843,2,269.6
2688,881,655,1,476.32
2689,881,4471,1,276.36
2690,881,2756,3,286.07
2691,881,2675,1,241.04
2692,883,1241,1,224.48
2693,883,1625,2,46.07
2694,884,1260,3,482.79
2695,884,4197,3,135.69
2696,884,1159,1,180.41
2697,884,2942,3,140.93
2698,884,3163,1,472.77
2699,884,1982,2,449.94
2700,885,4517,1,469.34
2701,885,88,1,364.69
2702,885,3201,2,492.76
2703,885,107,3,70.67
2704,885,3821,2,67.02
2705,887,3661,2,192.65
2706,887,1865,1,52.18
2707,887,1475,1,251.32
2708,887,4767,3,53.18
2709,887,167,2,105.16
2710,887,4007,3,246.69
2711,888,68,2,86.62
2712,889,2609,2,223.79
2713,889,2343,3,135.58
2714,889,2808,3,459.55
2715,889,2265,1,185.51
2716,889,1214,3,87.14
2717,890,369,1,40.51
2718,891,935,1,215.23
2719,891,501,2,145.39
2720,891,686,3,389.0
2721,891,4406,2,355.54
2722,891,2812,2,128.14
2723,891,2207,1,296.99
2724,893,2837,3,311.24
2725,893,2901,3,110.29
2726,893,3603,2,255.76
2727,893,3002,3,256.98
2728,893,1393,1,303.62
2729,894,1844,2,309.03
2730,894,4671,1,463.59
2731,894,3401,3,332.49
2732,894,310,2,326.05
2733,895,3344,3,253.98
2734,895,3862,1,6.32
2735,895,4515,1,298.54
2736,895,1137,1,23.32
2737,896,64,1,189.69
2738,898,3693,3,109.45
2739,899,2103,1,152.86
2740,899,839,2,274.49
2741,899,4797,1,43.35
2742,900,2779,2,85.62
2743,900,2739,1,234.52
2744,900,1246,1,342.04
2745,901,1657,1,98.23
2746,901,1819,3,83.74
2747,901,2471,1,280.06
2748,902,744,3,362.59
2749,902,1238,1,101.12
2750,902,4459,3,288.9
2751,902,2311,2,328.33
2752,902,1707,1,380.45
2753,903,1638,2,438.39
2754,903,4650,2,219.9
2755,903,4801,2,335.47
2756,904,543,3,411.58
2757,904,1698,3,297.26
2758,904,4314,3,119.43
2759,905,1422,3,334.13
2760,905,664,1,243.68
2761,905,1113,1,438.84
2762,905,1873,1,78.2
2763,906,2602,2,156.2
2764,906,1923,2,51.79
2765,907,2712,1,225.94
2766,907,2567,2,16.7
2767,907,3691,3,416.51
2768,908,1259,2,203.37
2769,908,1976,3,426.25
2770,908,4311,3,294.59
2771,909,4801,1,335.47
2772,909,2770,2,222.82
2773,909,695,3,294.34
2774,909,754,1,12.94
2775,910,2839,3,380.0
2776,910,1769,3,270.86
2777,910,4757,1,12.17
2778,910,422,1,307.96
2779,911,4100,1,375.43
2780,911,1723,2,245.83
2781,913,2114,2,455.81
2782,913,3845,1,436.69
2783,914,466,2,50.78
2784,914,2341,3,156.15
2785,915,4840,1,8.49
2786,916,2880,1,132.61
2787,916,4632,3,214.8
2788,918,3483,1,252.67
2789,919,3609,1,345.33
2790,919,4572,3,379.37
2791,920,151,1,259.5
2792,920,4685,2,398.67
2793,920,3829,1,423.81
2794,920,3073,2,452.4
2795,921,4910,2,318.17
2796,921,1177,2,315.51
2797,922,2082,2,253.4
2798,922,2278,1,110.68
2799,922,976,3,471.95
2800,923,4062,2,249.32
2801,923,493,2,154.31
2802,923,1169,3,377.97
2803,925,815,3,467.29
2804,925,542,1,214.77
2805,925,2065,2,426.44
2806,925,1479,3,53.83
2807,925,2102,1,301.75
2808,926,1155,2,73.38
2809,927,812,3,62.27
2810,927,3272,1,201.56
2811,927,1203,1,119.9
2812,927,362,3,149.29
2813,927,4463,3,410.72
2814,928,2501,3,492.99
2815,928,1495,1,126.66
2816,928,3730,3,325.58
2817,929,3426,2,128.3
2818,929,819,2,353.55
2819,929,4197,3,135.69
2820,929,493,2,154.31
2821,929,2701,3,81.21
2822,930,3173,1,271.25
2823,931,2884,3,300.57
2824,931,2817,1,68.76
2825,931,386,1,240.75
2826,931,3549,3,410.0
2827,931,3611,2,112.11
2828,931,4589,3,10.93
2829,932,1816,1,120.94
2830,932,3353,3,235.6
2831,932,3409,1,51.6
2832,932,2833,1,47.16
2833,932,1121,3,469.49
2834,933,2788,1,126.45
2835,933,270,2,155.87
2836,934,4242,1,429.06
2837,934,2374,3,332.65
2838,934,439,3,377.77
2839,935,4877,2,185.08
2840,936,589,1,277.74
2841,936,1219,1,140.92
2842,936,410,1,417.95
2843,937,54,2,358.12
2844,938,4370,1,268.19
2845,939,2567,2,16.7
2846,939,1787,2,128.15
2847,939,668,1,332.83
2848,939,2712,2,225.94
2849,939,4419,2,469.68
2850,940,703,2,8.33
2851,942,2326,1,98.25
2852,942,762,1,442.56
2853,942,4001,2,352.11
2854,944,3050,2,61.37
2855,944,2323,3,383.5
2856,944,3605,3,83.74
2857,944,4276,2,395.28
2858,944,3907,2,20.34
2859,945,2351,1,75.01
2860,945,3396,2,452.78
2861,945,2566,2,234.49
2862,945,2546,3,193.83
2863,945,3667,1,158.95
2864,945,4479,1,18.06
2865,946,4130,1,499.68
2866,946,56,2,371.75
2867,946,2363,3,154.54
2868,946,4236,2,425.57
2869,946,4022,3,90.87
2870,946,2292,1,356.05
2871,947,4450,1,205.57
2872,947,3013,2,320.28
2873,947,1532,3,92.67
2874,947,4068,3,479.75
2875,947,2424,3,244.41
2876,947,3629,2,368.81
2877,948,2954,3,457.61
2878,948,3191,2,105.79
2879,948,3263,3,177.68
2880,948,4366,3,484.68
2881,948,4088,1,181.26
2882,948,2187,1,105.08
2883,949,1135,2,184.04
2884,949,4421,3,396.38
2885,949,4098,1,353.01
2886,949,1311,3,357.83
2887,949,4939,3,349.43
2888,950,2488,2,132.19
2889,950,1007,1,50.53
2890,950,2066,1,64.52
2891,950,2171,1,355.03
2892,950,2671,2,372.39
2893,950,3474,2,215.4
2894,951,147,3,368.1
2895,951,4194,1,441.68
2896,953,126,3,449.65
2897,953,894,1,212.02
2898,953,3310,1,344.9
2899,953,3186,1,119.55
2900,953,825,1,243.81
2901,953,4901,1,138.49
2902,954,1190,3,272.18
2903,954,4724,3,193.04
2904,955,3277,1,19.52
2905,956,2470,1,485.11
2906,956,1115,2,191.73
2907,957,4580,2,124.17
2908,957,1506,1,112.39
2909,958,138,2,453.29
2910,958,3487,1,432.94
2911,958,2033,3,309.99
2912,958,2205,2,310.73
2913,960,4790,1,422.35
2914,960,1050,2,484.92
2915,960,2755,3,10.34
2916,960,2610,3,44.86
2917,961,3130,3,452.93
2918,962,3814,1,111.15
2919,962,1159,3,180.41
2920,963,1498,1,407.78
2921,963,1159,1,180.41
2922,964,4940,3,289.23
2923,964,2106,1,433.26
2924,964,1434,3,391.58
2925,965,1405,2,67.48
2926,965,2061,3,233.07
2927,966,1914,2,461.93
2928,966,1587,3,327.45
2929,966,3360,3,251.77
2930,966,4591,1,499.26
2931,968,520,3,271.52
2932,968,4543,3,140.19
2933,968,2922,1,112.71
2934,968,1602,3,479.92
2935,968,212,2,478.51
2936,968,867,2,150.3
2937,969,2000,1,363.89
2938,970,1824,2,368.04
2939,970,4254,3,188.88
2940,970,3919,1,299.15
2941,970,3897,3,494.25
2942,970,619,3,405.53
2943,970,3743,1,425.54
2944,971,4918,3,376.21
2945,972,2438,3,316.0
2946,972,3923,2,467.01
2947,972,1209,1,121.69
2948,972,2477,3,395.79
2949,972,771,2,298.35
2950,972,176,2,201.74
2951,973,809,3,384.32
2952,973,2652,1,81.96
2953,973,4821,3,383.37
2954,973,131,1,206.78
2955,973,2874,3,217.32
2956,973,4763,2,52.62
2957,974,1775,3,421.53
2958,974,4996,2,38.19
2959,974,3026,1,321.48
2960,974,243,3,281.38
2961,975,2230,1,67.41
2962,975,71,3,328.52
2963,976,72,2,80.8
2964,976,3787,2,144.05
2965,977,1409,3,348.38
2966,977,3750,2,179.09
2967,977,1293,1,306.61
2968,977,2029,1,280.98
2969,977,2366,2,71.07
2970,977,587,1,264.72
2971,978,1829,3,72.41
2972,978,4790,3,422.35
2973,978,4406,1,355.54
2974,978,4563,1,298.62
2975,978,2948,1,479.37
2976,979,1830,3,396.06
2977,979,3380,2,59.64
2978,979,4404,3,21.54
2979,979,2254,1,186.61
2980,979,501,2,145.39
2981,980,3294,2,168.5
2982,980,1704,1,55.14
2983,981,2197,1,165.65
2984,981,2162,3,262.42
2985,983,3768,3,116.88
2986,983,2658,3,37.01
2987,983,246,2,416.52
2988,983,4780,1,445.15
2989,983,3192,3,341.91
2990,984,772,3,159.17
2991,984,3447,1,128.44
2992,984,4817,3,274.51
2993,985,500,1,183.82
2994,985,3258,1,30.03
2995,985,107,2,70.67
2996,985,2917,2,70.48
2997,985,3222,2,450.97
2998,987,2173,1,67.58
2999,987,2478,3,148.25
3000,987,3088,3,159.22
3001,987,378,1,349.05
3002,987,2527,3,382.95
3003,987,2720,1,304.7
3004,988,4255,3,78.96
3005,988,3192,2,341.91
3006,988,1391,1,362.65
3007,988,4052,1,17.73
3008,988,4446,3,67.5
3009,989,2007,1,348.19
3010,991,3161,1,195.61
3011,991,3812,1,18.12
3012,993,1857,2,366.74
3013,995,3328,1,187.8
3014,995,4692,1,246.06
3015,995,4847,2,326.95
3016,995,351,1,356.56
3017,996,2673,1,441.51
3018,996,1268,3,336.59
3019,996,2153,1,103.29
3020,996,2583,1,332.77
3021,996,3132,1,156.5
3022,996,1843,3,24.49
3023,997,3330,2,184.1
3024,997,4352,2,225.72
3025,997,2570,1,393.78
3026,997,800,2,444.55
3027,997,3071,3,251.07
3028,998,514,1,71.57
3029,998,2776,1,320.22
3030,1000,1101,1,99.12
3031,1001,4735,1,23.52
3032,1001,889,1,52.96
3033,1001,1017,2,404.68
3034,1002,3725,2,55.23
3035,1002,555,3,199.78
3036,1002,4580,2,124.17
3037,1002,4048,2,447.64
3038,1002,2236,3,355.87
3039,1002,3551,3,143.98
3040,1003,2281,3,226.08
3041,1003,36,3,169.09
3042,1003,3977,2,363.18
3043,1005,2622,3,19.51
3044,1007,3689,3,68.92
3045,1007,4029,2,293.97
3046,1007,2750,1,440.6
3047,1007,2403,1,277.86
3048,1007,3105,3,457.88
3049,1007,4868,3,203.44
3050,1008,3307,3,170.87
3051,1008,899,1,6.78
3052,1009,3363,1,249.74
3053,1009,4411,1,351.18
3054,1009,2516,2,199.48
3055,1009,77,3,49.06
3056,1009,1766,1,13.48
3057,1010,1595,1,365.73
3058,1010,4541,3,41.68
3059,1010,821,2,153.06
3060,1010,3768,3,116.88
3061,1010,75,2,135.18
3062,1011,3234,1,306.65
3063,1012,4920,2,387.56
3064,1012,4969,3,295.57
3065,1012,3319,3,498.86
3066,1012,1522,1,71.8
3067,1012,1952,1,102.07
3068,1013,1019,3,66.43
3069,1013,3637,2,245.54
3070,1014,2140,1,492.72
3071,1014,1132,1,466.57
