product_id,category_id,name,base_price,stock_qty,created_at
836,2,Electronic Item 836,410.32,333,2025-09-24T23:22:11
837,3,Home Decor Item 837,7.64,228,2025-06-20T02:26:36
838,1,Fashion Item 838,132.1,385,2025-11-10T03:50:33
839,2,Electronic Item 839,274.49,216,2024-12-26T06:55:12
840,4,Misc Item 840,262.12,400,2025-06-29T06:55:26
841,2,Electronic Item 841,349.08,267,2025-05-30T08:51:11
842,3,Home Decor Item 842,333.0,22,2025-07-29T05:35:09
843,4,Misc Item 843,303.06,110,2025-01-28T17:51:00
844,3,Home Decor Item 844,213.9,281,2025-07-19T21:25:56
845,2,Electronic Item 845,472.65,346,2025-04-24T01:42:28
846,2,Electronic Item 846,138.35,324,2024-12-05T07:25:07
847,2,Electronic Item 847,325.65,261,2025-01-22T00:57:02
848,4,Misc Item 848,219.65,13,2025-01-21T21:54:43
849,1,Fashion Item 849,59.45,280,2025-05-03T04:31:18
850,2,Electronic Item 850,170.09,139,2025-09-13T22:42:12
851,2,Electronic Item 851,484.54,193,2025-10-05T02:25:36
852,2,Electronic Item 852,404.37,48,2025-03-01T18:13:12
853,2,Electronic Item 853,448.8,87,2025-06-17T16:44:23
854,4,Misc Item 854,268.18,304,2025-05-04T13:33:40
855,1,Fashion Item 855,259.21,79,2024-12-26T02:19:20
856,1,Fashion Item 856,364.08,498,2025-05-21T21:51:12
857,1,Fashion Item 857,493.19,408,2025-04-01T12:38:15
858,2,Electronic Item 858,360.64,472,2025-08-01T19:48:42
859,3,Home Decor Item 859,423.4,324,2025-10-18T04:07:51
860,2,Electronic Item 860,46.87,146,2025-02-16T12:58:45
861,2,Electronic Item 861,366.74,245,2025-03-17T12:10:20
862,2,Electronic Item 862,310.06,466,2025-11-23T15:27:01
863,1,Fashion Item 863,370.8,486,2025-03-01T08:44:35
864,4,Misc Item 864,338.89,451,2025-03-03T22:43:43
865,2,Electronic Item 865,70.99,180,2025-10-31T15:31:56
866,2,Electronic Item 866,61.05,467,2024-12-14T21:49:46
867,1,Fashion Item 867,150.3,109,2025-11-25T07:56:34
868,4,Misc Item 868,464.91,491,2025-01-01T12:09:12
869,4,Misc Item 869,424.93,29,2025-05-29T06:42:31
870,1,Fashion Item 870,58.05,179,2025-08-23T16:17:04
871,2,Electronic Item 871,102.78,270,2025-03-09T01:19:36
872,1,Fashion Item 872,385.88,128,2025-08-03T13:47:08
873,2,Electronic Item 873,446.64,274,2025-07-13T02:57:57
874,1,Fashion Item 874,180.1,222,2025-11-24T17:50:38
875,1,Fashion Item 875,71.17,215,2025-06-11T05:46:21
876,4,Misc Item 876,480.05,136,2025-09-27T15:35:30
877,3,Home Decor Item 877,358.59,166,2025-05-06T12:39:04
878,1,Fashion Item 878,479.05,405,2025-11-17T02:19:52
879,3,Home Decor Item 879,122.07,347,2025-06-04T15:16:46
880,2,Electronic Item 880,144.7,42,2025-04-21T21:54:11
881,1,Fashion Item 881,144.16,58,2025-07-15T21:55:02
882,3,Home Decor Item 882,405.93,358,2025-03-14T08:40:25
883,1,Fashion Item 883,70.49,19,2025-07-09T23:55:34
884,2,Electronic Item 884,50.01,26,2025-05-16T16:05:38
885,4,Misc Item 885,114.78,218,2025-03-27T04:41:22
886,1,Fashion Item 886,138.28,143,2025-05-31T15:42:06
887,1,Fashion Item 887,5.27,338,2025-06-15T23:12:19
888,4,Misc Item 888,54.88,94,2025-07-20T13:02:10
889,1,Fashion Item 889,52.96,6,2024-12-12T10:50:02
890,3,Home Decor Item 890,183.89,398,2025-01-29T11:40:04
891,1,Fashion Item 891,195.1,454,2025-10-04T02:10:21
892,2,Electronic Item 892,456.53,335,2025-08-21T23:53:56
893,4,Misc Item 893,311.41,154,2025-03-29T23:34:07
894,1,Fashion Item 894,212.02,364,2025-07-20T10:31:18
895,2,Electronic Item 895,63.13,223,2025-10-23T13:20:39
896,3,Home Decor Item 896,87.63,140,2024-12-06T02:13:44
897,3,Home Decor Item 897,348.43,379,2025-05-07T12:53:59
898,1,Fashion Item 898,376.61,196,2025-02-12T16:42:53
899,1,Fashion Item 899,6.78,292,2025-08-07T09:21:54
900,2,Electronic Item 900,361.69,132,2025-06-24T22:54:04
901,2,Electronic Item 901,89.7,23,2025-02-26T22:15:00
902,1,Fashion Item 902,442.38,474,2025-09-19T21:04:37
903,4,Misc Item 903,108.94,59,2025-11-26T07:18:24
904,1,Fashion Item 904,473.48,452,2025-02-18T21:18:35
905,1,Fashion Item 905,33.35,417,2025-11-21T17:58:50
906,1,Fashion Item 906,485.94,275,2024-12-25T09:41:14
907,4,Misc Item 907,132.39,320,2025-01-06T08:55:11
908,1,Fashion Item 908,138.05,297,2025-01-08T16:31:29
909,3,Home Decor Item 909,219.78,75,2025-03-27T03:30:43
910,1,Fashion Item 910,247.81,373,2025-08-26T07:20:46
911,1,Fashion Item 911,92.98,201,2024-12-10T08:47:35
912,1,Fashion Item 912,126.4,465,2024-12-31T16:16:06
913,3,Home Decor Item 913,404.96,308,2025-10-06T17:09:55
914,3,Home Decor Item 914,324.02,22,2025-09-20T21:52:53
915,3,Home Decor Item 915,9.65,405,2025-10-03T11:10:34
916,1,Fashion Item 916,242.81,288,2025-04-14T00:59:00
917,1,Fashion Item 917,32.66,354,2025-07-13T08:04:38
918,3,Home Decor Item 918,55.89,151,2025-10-05T12:17:55
919,4,Misc Item 919,16.88,218,2025-05-14T01:33:27
920,1,Fashion Item 920,440.1,196,2024-12-11T02:49:50
921,1,Fashion Item 921,478.45,144,2025-05-29T04:08:44
922,2,Electronic Item 922,462.73,43,2025-11-04T08:54:50
923,2,Electronic Item 923,301.81,347,2025-04-24T01:27:14
924,1,Fashion Item 924,56.44,469,2025-03-16T17:29:03
925,3,Home Decor Item 925,431.55,500,2025-09-11T07:02:39
926,3,Home Decor Item 926,393.85,244,2025-10-24T02:48:11
927,1,Fashion Item 927,164.91,65,2025-08-25T16:54:18
928,2,Electronic Item 928,348.24,211,2025-01-22T07:44:43
929,4,Misc Item 929,194.68,281,2025-03-17T11:18:29
930,2,Electronic Item 930,292.58,215,2025-03-02T09:53:00
931,1,Fashion Item 931,6.42,435,2025-11-18T17:43:43
932,4,Misc Item 932,34.49,178,2025-05-27T01:50:59
933,1,Fashion Item 933,427.39,497,2025-04-25T22:05:39
934,1,Fashion Item 934,73.21,492,2024-12-06T01:42:50
935,3,Home Decor Item 935,215.23,27,2024-12-03T03:03:49
936,1,Fashion Item 936,185.8,40,2025-07-25T04:07:02
937,1,Fashion Item 937,95.3,380,2025-09-16T11:43:10
938,3,Home Decor Item 938,224.77,330,2024-12-07T06:26:32
939,2,Electronic Item 939,90.92,82,2025-11-21T16:29:28
940,2,Electronic Item 940,415.61,470,2025-02-07T12:39:02
941,2,Electronic Item 941,82.62,498,2025-10-10T11:56:09
942,2,Electronic Item 942,32.72,200,2025-08-24T10:33:36
943,2,Electronic Item 943,328.09,207,2025-05-17T00:55:20
944,2,Electronic Item 944,138.61,53,2025-10-18T17:43:03
945,1,Fashion Item 945,273.08,33,2025-08-10T09:10:59
946,1,Fashion Item 946,104.85,475,2025-11-10T22:10:22
947,2,Electronic Item 947,396.16,23,2025-11-02T19:28:11
948,4,Misc Item 948,377.08,490,2025-05-07T12:42:39
949,3,Home Decor Item 949,364.22,498,2025-09-22T03:22:40
950,2,Electronic Item 950,388.65,12,2025-01-30T17:00:39
951,1,Fashion Item 951,80.01,237,2025-10-17T08:07:59
952,4,Misc Item 952,404.7,334,2025-09-16T01:03:35
953,3,Home Decor Item 953,172.82,184,2025-01-11T15:14:04
954,1,Fashion Item 954,498.52,310,2025-10-20T01:22:28
955,1,Fashion Item 955,12.4,392,2025-06-21T11:00:09
956,2,Electronic Item 956,89.01,151,2025-09-06T04:26:29
957,2,Electronic Item 957,40.21,363,2025-04-05T21:31:54
958,3,Home Decor Item 958,74.52,63,2025-02-08T13:08:46
959,2,Electronic Item 959,311.74,348,2025-09-21T14:52:23
960,4,Misc Item 960,189.97,349,2025-04-29T12:30:09
961,4,Misc Item 961,495.67,21,2025-01-13T07:28:51
962,3,Home Decor Item 962,282.6,79,2025-10-04T20:20:26
963,1,Fashion Item 963,437.71,342,2025-10-10T18:13:08
964,1,Fashion Item 964,94.24,55,2025-05-07T15:09:14
965,1,Fashion Item 965,174.5,309,2025-03-23T23:10:53
966,2,Electronic Item 966,274.82,485,2025-04-01T01:37:31
967,1,Fashion Item 967,302.53,194,2025-10-26T17:45:42
968,1,Fashion Item 968,434.67,487,2024-12-11T15:31:30
969,1,Fashion Item 969,39.28,207,2025-10-16T20:03:40
970,2,Electronic Item 970,336.47,132,2025-08-25T04:57:59
971,4,Misc Item 971,151.97,101,2025-06-01T15:39:51
972,2,Electronic Item 972,393.01,494,2024-12-05T15:01:13
973,2,Electronic Item 973,9.92,400,2025-01-25T23:41:38
974,2,Electronic Item 974,76.59,340,2025-06-18T06:24:24
975,2,Electronic Item 975,161.62,405,2024-12-16T16:07:38
976,4,Misc Item 976,471.95,438,2025-09-23T07:49:45
977,1,Fashion Item 977,374.13,96,2025-04-25T11:02:27
978,1,Fashion Item 978,108.83,97,2024-12-14T09:55:16
979,1,Fashion Item 979,448.84,257,2025-09-24T12:45:01
980,2,Electronic Item 980,414.95,218,2025-03-04T18:41:46
981,2,Electronic Item 981,92.56,304,2025-09-04T11:09:42
982,3,Home Decor Item 982,345.83,223,2025-01-06T20:36:38
983,4,Misc Item 983,403.94,53,2025-10-12T07:16:16
984,1,Fashion Item 984,376.22,319,2025-02-22T03:17:35
985,3,Home Decor Item 985,426.59,108,2025-08-04T14:22:14
986,4,Misc Item 986,178.55,406,2025-04-03T15:53:19
987,4,Misc Item 987,392.19,259,2025-07-04T21:10:47
988,3,Home Decor Item 988,398.59,212,2024-12-17T22:07:42
989,1,Fashion Item 989,80.92,191,2025-03-06T09:04:47
990,4,Misc Item 990,496.45,123,2025-02-15T16:40:27
991,3,Home Decor Item 991,401.66,295,2025-04-22T02:13:52
992,2,Electronic Item 992,162.47,81,2025-04-17T22:30:50
993,2,Electronic Item 993,317.56,401,2025-05-10T08:05:00
994,4,Misc Item 994,105.86,47,2025-11-13T14:59:50
995,1,Fashion Item 995,355.25,471,2025-10-17T10:06:17
996,4,Misc Item 996,319.06,398,2025-05-28T00:07:51
997,1,Fashion Item 997,270.03,125,2025-05-17T21:26:22
998,4,Misc Item 998,315.58,326,2025-02-04T03:09:28
999,4,Misc Item 999,65.73,72,2025-07-05T21:23:03
1000,1,Fashion Item 1000,423.09,467,2025-08-12T16:41:41
1001,2,Electronic Item 1001,245.83,320,2025-10-18T23:16:00
1002,2,Electronic Item 1002,228.18,82,2025-08-26T20:02:45
1003,2,Electronic Item 1003,305.29,16,2025-09-27T18:26:31
1004,2,Electronic Item 1004,7.48,267,2025-07-20T02:29:46
1005,2,Electronic Item 1005,261.41,389,2025-09-09T23:02:52
1006,1,Fashion Item 1006,73.59,42,2024-12-08T02:18:52
1007,1,Fashion Item 1007,50.53,362,2025-02-17T07:11:14
1008,2,Electronic Item 1008,473.44,472,2025-08-20T21:49:03
1009,4,Misc Item 1009,55.93,406,2025-01-30T19:34:43
1010,4,Misc Item 1010,246.48,452,2025-04-12T15:29:43
1011,2,Electronic Item 1011,305.61,219,2025-08-16T10:16:27
1012,3,Home Decor Item 1012,227.45,455,2025-11-09T12:18:19
1013,2,Electronic Item 1013,61.75,414,2025-06-14T15:17:23
1014,1,Fashion Item 1014,330.19,190,2025-09-13T19:28:28
1015,3,Home Decor Item 1015,359.82,109,2025-04-02T10:15:44
1016,2,Electronic Item 1016,302.89,269,2025-08-08T03:10:34
1017,4,Misc Item 1017,404.68,343,2025-10-19T10:01:35
1018,1,Fashion Item 1018,163.46,100,2025-11-01T12:56:23
1019,2,Electronic Item 1019,66.43,87,2025-01-23T19:01:19
1020,1,Fashion Item 1020,13.83,401,2025-02-06T06:45:14
1021,3,Home Decor Item 1021,204.39,458,2025-02-26T11:43:01
1022,2,Electronic Item 1022,415.78,212,2025-06-25T20:55:21
1023,1,Fashion Item 1023,388.43,252,2025-01-18T05:12:34
1024,2,Electronic Item 1024,322.34,466,2025-09-25T17:18:35
1025,1,Fashion Item 1025,10.15,53,2025-06-14T15:03:38
1026,1,Fashion Item 1026,451.63,188,2025-02-25T06:44:36
1027,1,Fashion Item 1027,473.84,38,2025-07-14T18:55:58
1028,1,Fashion Item 1028,89.32,70,2025-02-01T14:08:59
1029,4,Misc Item 1029,377.75,454,2025-04-29T07:44:03
1030,2,Electronic Item 1030,124.06,244,2024-12-23T13:04:45
1031,1,Fashion Item 1031,135.59,151,2024-11-28T03:54:31
1032,3,Home Decor Item 1032,368.96,105,2024-12-07T04:04:58
1033,1,Fashion Item 1033,111.99,419,2025-05-14T00:04:53
1034,1,Fashion Item 1034,297.31,270,2025-03-08T19:30:51
1035,3,Home Decor Item 1035,424.66,54,2025-09-21T22:57:27
1036,4,Misc Item 1036,259.16,399,2025-05-07T00:04:48
1037,2,Electronic Item 1037,344.7,487,2025-02-04T07:18:59
1038,4,Misc Item 1038,373.79,123,2025-11-18T14:08:39
1039,1,Fashion Item 1039,332.63,231,2025-05-30T21:15:14
1040,2,Electronic Item 1040,109.97,203,2025-03-14T15:14:11
1041,2,Electronic Item 1041,188.04,25,2024-12-29T16:59:46
1042,1,Fashion Item 1042,92.44,141,2025-02-28T08:48:24
1043,1,Fashion Item 1043,29.69,127,2025-10-01T22:55:43
1044,2,Electronic Item 1044,123.19,272,2025-10-06T20:53:38
1045,2,Electronic Item 1045,55.15,375,2024-12-07T21:09:21
1046,3,Home Decor Item 1046,177.08,147,2024-11-30T09:12:44
1047,2,Electronic Item 1047,351.73,244,2025-06-23T22:14:07
1048,1,Fashion Item 1048,97.74,460,2025-04-08T01:45:33
1049,2,Electronic Item 1049,15.31,498,2025-07-15T04:07:14
1050,2,Electronic Item 1050,484.92,298,2025-11-26T13:08:40
1051,1,Fashion Item 1051,13.61,348,2025-07-01T22:36:41
1052,3,Home Decor Item 1052,388.75,51,2025-06-24T18:42:06
1053,3,Home Decor Item 1053,130.5,234,2025-11-20T18:05:04
1054,1,Fashion Item 1054,344.46,372,2025-01-04T06:10:07
1055,3,Home Decor Item 1055,75.11,254,2025-11-11T22:01:34
1056,2,Electronic Item 1056,373.46,99,2025-05-17T07:40:03
1057,3,Home Decor Item 1057,450.11,230,2025-03-03T00:33:12
1058,2,Electronic Item 1058,211.56,141,2025-06-21T23:59:05
1059,3,Home Decor Item 1059,417.91,62,2025-04-19T14:21:22
1060,1,Fashion Item 1060,484.89,255,2024-12-12T01:33:59
1061,2,Electronic Item 1061,148.44,285,2024-12-22T01:00:10
1062,1,Fashion Item 1062,150.89,232,2025-11-06T23:00:38
1063,1,Fashion Item 1063,156.38,220,2025-05-31T06:53:59
1064,2,Electronic Item 1064,145.22,439,2025-03-14T10:30:25
1065,1,Fashion Item 1065,367.86,221,2025-02-01T03:59:04
1066,2,Electronic Item 1066,180.54,415,2024-12-14T07:43:45
1067,4,Misc Item 1067,53.58,133,2025-06-25T09:11:08
1068,2,Electronic Item 1068,341.07,165,2025-02-04T01:51:21
1069,2,Electronic Item 1069,103.76,156,2025-10-14T20:05:51
1070,2,Electronic Item 1070,438.58,223,2025-10-09T01:52:36
1071,2,Electronic Item 1071,344.16,183,2025-04-01T18:01:39
1072,4,Misc Item 1072,233.34,467,2025-02-14T05:57:40
1073,3,Home Decor Item 1073,309.53,154,2025-07-25T09:47:39
1074,1,Fashion Item 1074,423.33,64,2025-05-05T06:42:23
1075,3,Home Decor Item 1075,46.91,138,2024-12-30T03:01:32
1076,2,Electronic Item 1076,346.84,442,2025-10-27T02:30:06
1077,3,Home Decor Item 1077,260.55,287,2025-03-19T01:57:25
1078,1,Fashion Item 1078,158.89,479,2025-11-23T13:15:59
1079,1,Fashion Item 1079,5.02,309,2025-09-26T11:59:49
1080,1,Fashion Item 1080,17.2,258,2025-04-13T16:41:52
1081,2,Electronic Item 1081,491.43,419,2025-07-29T11:01:04
1082,2,Electronic Item 1082,330.79,63,2025-04-20T01:35:55
1083,3,Home Decor Item 1083,330.45,87,2025-03-10T11:01:09
1084,3,Home Decor Item 1084,479.75,252,2025-05-22T20:54:15
1085,2,Electronic Item 1085,407.68,75,2025-11-12T20:36:15
1086,2,Electronic Item 1086,292.37,17,2024-12-31T07:14:31
1087,4,Misc Item 1087,236.61,370,2025-04-06T20:50:29
1088,2,Electronic Item 1088,428.64,257,2025-08-11T18:13:21
1089,1,Fashion Item 1089,329.68,180,2024-12-26T10:25:11
1090,1,Fashion Item 1090,382.49,155,2025-05-10T04:26:23
1091,2,Electronic Item 1091,94.29,362,2025-03-12T06:55:59
1092,3,Home Decor Item 1092,296.48,297,2025-06-01T09:38:33
1093,1,Fashion Item 1093,367.77,118,2025-10-09T03:03:21
1094,1,Fashion Item 1094,119.61,395,2025-07-29T03:05:04
1095,3,Home Decor Item 1095,212.93,32,2025-10-26T08:38:40
1096,2,Electronic Item 1096,190.29,323,2025-11-12T00:35:08
1097,2,Electronic Item 1097,494.49,293,2025-02-15T23:39:04
1098,2,Electronic Item 1098,146.61,103,2025-09-05T15:07:10
1099,2,Electronic Item 1099,316.41,342,2025-10-08T23:30:45
1100,2,Electronic Item 1100,206.97,279,2025-10-21T18:31:06
1101,2,Electronic Item 1101,99.12,106,2025-02-07T13:40:30
1102,2,Electronic Item 1102,281.56,70,2025-10-23T14:56:39
1103,4,Misc Item 1103,286.73,65,2025-03-07T20:03:54
1104,2,Electronic Item 1104,30.48,276,2025-06-11T06:06:09
1105,2,Electronic Item 1105,182.16,446,2025-09-07T20:26:06
1106,1,Fashion Item 1106,261.29,312,2025-03-15T19:33:18
1107,2,Electronic Item 1107,446.45,298,2025-03-30T21:20:45
1108,2,Electronic Item 1108,104.25,454,2025-10-28T01:51:07
1109,4,Misc Item 1109,333.35,449,2025-10-26T22:20:41
1110,3,Home Decor Item 1110,284.11,312,2024-12-03T05:38:09
1111,2,Electronic Item 1111,308.15,41,2025-02-17T13:29:30
1112,1,Fashion Item 1112,250.82,115,2024-12-29T18:10:15
1113,3,Home Decor Item 1113,438.84,116,2025-11-17T04:54:28
1114,2,Electronic Item 1114,430.85,349,2024-12-12T06:15:52
1115,2,Electronic Item 1115,191.73,64,2025-04-20T15:22:58
1116,2,Electronic Item 1116,449.09,462,2025-05-22T18:06:54
1117,4,Misc Item 1117,122.89,47,2025-01-30T06:33:26
1118,3,Home Decor Item 1118,444.73,406,2025-02-25T10:14:28
1119,3,Home Decor Item 1119,42.92,64,2025-04-17T00:20:53
1120,4,Misc Item 1120,69.21,203,2025-03-26T06:58:53
1121,1,Fashion Item 1121,469.49,105,2025-03-18T17:55:36
1122,4,Misc Item 1122,391.2,149,2024-12-27T22:01:55
1123,3,Home Decor Item 1123,254.21,27,2025-06-02T15:57:55
1124,1,Fashion Item 1124,456.46,430,2025-03-05T22:31:47
1125,1,Fashion Item 1125,363.83,403,2025-09-16T05:37:02
1126,2,Electronic Item 1126,229.61,58,2025-11-16T12:45:31
1127,2,Electronic Item 1127,153.7,494,2025-10-15T04:44:56
1128,2,Electronic Item 1128,432.07,196,2025-04-14T05:18:22
1129,1,Fashion Item 1129,218.39,26,2024-12-23T19:48:47
1130,4,Misc Item 1130,455.48,386,2025-06-07T21:21:53
1131,1,Fashion Item 1131,415.47,222,2025-04-23T04:50:37
1132,4,Misc Item 1132,466.57,147,2025-02-26T14:02:51
1133,1,Fashion Item 1133,193.74,381,2025-07-29T02:07:19
1134,1,Fashion Item 1134,128.72,277,2025-06-28T18:38:02
1135,2,Electronic Item 1135,184.04,337,2025-07-21T07:08:49
1136,2,Electronic Item 1136,163.89,135,2025-08-27T14:45:53
1137,1,Fashion Item 1137,23.32,183,2025-03-26T07:42:13
1138,1,Fashion Item 1138,469.72,141,2025-01-18T10:50:44
1139,1,Fashion Item 1139,384.16,141,2025-07-17T12:54:12
1140,1,Fashion Item 1140,310.88,25,2025-07-31T02:45:23
1141,2,Electronic Item 1141,25.77,367,2025-08-03T04:42:33
1142,3,Home Decor Item 1142,429.46,180,2025-02-24T05:17:40
1143,2,Electronic Item 1143,61.03,39,2025-07-28T23:29:39
1144,3,Home Decor Item 1144,342.1,36,2025-01-02T15:23:45
1145,2,Electronic Item 1145,183.34,499,2025-05-02T07:11:07
1146,2,Electronic Item 1146,84.35,22,2025-07-02T01:27:34
1147,1,Fashion Item 1147,159.99,366,2025-03-11T09:45:07
1148,3,Home Decor Item 1148,21.14,371,2025-09-11T17:02:53
1149,4,Misc Item 1149,496.2,289,2025-03-14T10:00:31
1150,3,Home Decor Item 1150,266.24,26,2025-01-20T13:43:34
1151,1,Fashion Item 1151,418.82,150,2025-07-25T18:57:22
1152,1,Fashion Item 1152,160.83,497,2025-09-28T22:08:49
1153,2,Electronic Item 1153,179.23,258,2025-10-18T17:43:57
1154,2,Electronic Item 1154,212.33,291,2025-09-23T11:20:57
1155,2,Electronic Item 1155,73.38,133,2025-07-03T18:29:13
1156,2,Electronic Item 1156,254.99,75,2025-02-05T12:55:48
1157,1,Fashion Item 1157,64.79,134,2025-02-16T13:48:58
1158,3,Home Decor Item 1158,16.85,85,2025-10-21T02:06:12
1159,4,Misc Item 1159,180.41,205,2024-12-05T10:38:44
1160,1,Fashion Item 1160,449.23,459,2025-06-07T09:23:17
1161,4,Misc Item 1161,27.39,378,2025-05-29T14:34:46
1162,3,Home Decor Item 1162,220.67,387,2025-03-28T02:01:20
1163,1,Fashion Item 1163,8.85,303,2025-05-21T07:16:45
1164,2,Electronic Item 1164,256.79,301,2025-07-07T03:23:43
1165,1,Fashion Item 1165,284.25,459,2025-03-03T09:48:44
1166,1,Fashion Item 1166,195.11,387,2025-08-28T01:42:34
1167,2,Electronic Item 1167,142.74,450,2025-01-15T19:28:39
1168,1,Fashion Item 1168,147.48,249,2025-04-16T22:46:51
1169,4,Misc Item 1169,377.97,473,2025-07-31T20:46:43
1170,1,Fashion Item 1170,420.2,386,2025-09-02T05:55:39
1171,1,Fashion Item 1171,417.09,13,2025-05-21T23:31:37
1172,3,Home Decor Item 1172,262.84,425,2025-04-08T20:11:05
1173,2,Electronic Item 1173,218.97,134,2025-10-14T01:56:30
1174,1,Fashion Item 1174,180.09,40,2025-08-06T04:12:58
1175,1,Fashion Item 1175,317.16,262,2024-12-18T04:13:33
1176,1,Fashion Item 1176,354.03,266,2025-06-17T23:59:28
1177,4,Misc Item 1177,315.51,125,2025-09-17T09:34:30
1178,3,Home Decor Item 1178,136.32,77,2025-03-24T00:06:39
1179,2,Electronic Item 1179,48.91,264,2025-08-10T06:48:24
1180,2,Electronic Item 1180,108.23,91,2025-11-07T15:41:55
1181,2,Electronic Item 1181,121.18,178,2025-03-24T11:36:35
1182,4,Misc Item 1182,335.65,250,2025-01-08T16:38:36
1183,1,Fashion Item 1183,113.37,493,2025-07-02T15:38:46
1184,3,Home Decor Item 1184,62.33,237,2025-06-17T02:47:22
1185,3,Home Decor Item 1185,244.45,412,2025-03-21T09:02:22
1186,1,Fashion Item 1186,111.48,435,2025-05-02T04:42:34
1187,1,Fashion Item 1187,162.22,200,2025-04-14T15:26:32
1188,1,Fashion Item 1188,365.45,173,2025-01-06T05:15:43
1189,1,Fashion Item 1189,438.43,274,2025-08-13T08:09:26
1190,1,Fashion Item 1190,272.18,486,2025-11-16T17:07:03
1191,4,Misc Item 1191,384.59,283,2025-10-25T07:04:40
1192,2,Electronic Item 1192,103.23,80,2025-02-25T16:31:21
1193,4,Misc Item 1193,169.09,110,2025-02-16T21:52:05
1194,3,Home Decor Item 1194,378.79,269,2025-10-05T12:39:51
1195,1,Fashion Item 1195,17.0,323,2024-12-09T21:55:08
1196,3,Home Decor Item 1196,192.04,205,2025-09-20T21:05:34
1197,1,Fashion Item 1197,372.61,277,2025-01-22T01:23:41
1198,1,Fashion Item 1198,304.82,159,2025-06-14T15:26:38
1199,1,Fashion Item 1199,232.16,51,2025-07-14T07:02:14
1200,1,Fashion Item 1200,51.07,495,2025-05-02T10:29:53
1201,4,Misc Item 1201,268.94,125,2025-05-16T06:17:47
1202,4,Misc Item 1202,382.54,365,2025-10-02T14:27:24
1203,2,Electronic Item 1203,119.9,189,2025-03-27T10:25:10
1204,1,Fashion Item 1204,405.79,499,2025-10-16T03:27:01
1205,4,Misc Item 1205,247.46,127,2025-10-16T01:46:39
1206,2,Electronic Item 1206,420.63,389,2025-07-31T04:46:39
1207,1,Fashion Item 1207,172.24,77,2025-11-08T19:13:11
1208,4,Misc Item 1208,137.73,107,2025-02-12T13:07:45
1209,4,Misc Item 1209,121.69,236,2024-11-29T13:20:16
1210,2,Electronic Item 1210,43.36,65,2025-11-21T01:01:18
1211,1,Fashion Item 1211,221.61,497,2025-09-30T05:30:04
1212,2,Electronic Item 1212,264.67,71,2025-02-19T15:41:56
1213,1,Fashion Item 1213,497.89,368,2024-12-15T21:03:09
1214,2,Electronic Item 1214,87.14,148,2025-03-04T23:28:44
1215,1,Fashion Item 1215,234.13,479,2025-06-11T01:59:44
1216,1,Fashion Item 1216,211.07,76,2025-04-01T04:28:55
1217,1,Fashion Item 1217,51.45,234,2025-06-11T03:28:29
1218,2,Electronic Item 1218,38.05,325,2025-02-13T22:41:37
1219,4,Misc Item 1219,140.92,420,2025-04-22T09:38:36
1220,2,Electronic Item 1220,204.62,130,2025-02-12T11:13:31
1221,1,Fashion Item 1221,366.68,143,2025-08-27T21:21:00
1222,3,Home Decor Item 1222,295.72,392,2025-05-14T18:54:09
1223,4,Misc Item 1223,369.95,315,2024-12-19T13:41:13
1224,1,Fashion Item 1224,119.76,110,2025-10-11T08:32:04
1225,2,Electronic Item 1225,5.12,39,2025-11-01T01:56:10
1226,3,Home Decor Item 1226,166.91,256,2025-09-27T22:09:25
1227,3,Home Decor Item 1227,180.72,429,2025-03-04T19:22:57
1228,4,Misc Item 1228,473.02,426,2025-07-08T01:43:15
1229,2,Electronic Item 1229,395.54,350,2025-09-26T10:36:38
1230,1,Fashion Item 1230,433.74,437,2025-04-02T18:19:34
1231,2,Electronic Item 1231,93.61,382,2025-11-21T23:47:35
1232,1,Fashion Item 1232,295.16,168,2025-10-09T17:29:35
1233,2,Electronic Item 1233,21.6,140,2025-01-02T13:29:35
1234,1,Fashion Item 1234,33.33,292,2025-11-11T13:46:54
1235,2,Electronic Item 1235,239.36,447,2024-12-30T11:03:32
1236,1,Fashion Item 1236,447.66,78,2024-12-01T00:28:56
1237,3,Home Decor Item 1237,64.12,227,2025-01-05T04:39:14
1238,4,Misc Item 1238,101.12,314,2025-11-18T18:48:40
1239,4,Misc Item 1239,295.49,483,2025-05-23T12:07:26
1240,2,Electronic Item 1240,335.52,31,2025-10-24T23:53:54
1241,1,Fashion Item 1241,224.48,141,2025-01-19T23:41:22
1242,2,Electronic Item 1242,421.85,481,2025-11-25T19:35:39
1243,1,Fashion Item 1243,235.79,428,2024-12-06T03:47:19
1244,1,Fashion Item 1244,49.83,373,2025-10-14T00:09:49
1245,3,Home Decor Item 1245,395.42,111,2025-01-04T17:17:13
1246,1,Fashion Item 1246,342.04,482,2025-08-22T02:05:26
1247,3,Home Decor Item 1247,93.11,71,2025-02-10T19:26:05
1248,4,Misc Item 1248,92.67,151,2025-07-17T14:55:04
1249,2,Electronic Item 1249,291.45,178,2025-01-02T11:52:47
1250,1,Fashion Item 1250,418.19,197,2025-09-08T11:20:13
1251,1,Fashion Item 1251,406.4,407,2025-07-02T23:22:13
1252,1,Fashion Item 1252,387.84,132,2025-08-07T13:53:43
1253,2,Electronic Item 1253,317.4,243,2025-09-16T13:54:41
1254,2,Electronic Item 1254,296.25,17,2025-06-15T03:06:52
1255,2,Electronic Item 1255,170.68,331,2025-10-07T00:06:38
